"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"1972/02/01","00:00","1.565","0.638","0.498","-0.154","-0.173","-0.846","-0.953","-1.559","0"
"1972/03/01","00:00","1.303","0.69","0.577","-0.072","-0.096","-0.773","-0.825","-1.169","0"
"1972/04/01","00:00","1.263","0.708","0.608","-0.032","-0.066","-0.74","-0.794","-1.114","0"
"1972/05/01","00:00","1.181","0.784","0.672","0.035","0.01","-0.654","-0.727","-1.133","0"
"1972/06/01","00:00","1.172","0.791","0.681","0.041","0.007","-0.666","-0.733","-1.139","0"
"1972/07/01","00:00","0.989","0.766","0.659","0.001","-0.035","-0.73","-0.791","-1.139","0"
"1972/08/01","00:00","0.958","0.763","0.663","0.004","-0.032","-0.727","-0.776","-1.114","0"
"1972/09/01","00:00","1.114","0.815","0.711","0.059","0.026","-0.663","-0.724","-0.992","0"
"1972/10/01","00:00","1.233","0.745","0.653","-0.011","-0.032","-0.718","-0.785","-1.066","0"
"1972/11/01","00:00","1.294","0.873","0.757","0.099","0.074","-0.608","-0.679","-1.087","0"
"1972/12/01","00:00","1.568","0.781","0.629","-0.011","-0.038","-0.709","-0.828","-1.785","0"
"1973/01/01","00:00","1.105","0.687","0.547","-0.09","-0.124","-0.794","-0.861","-1.349","0"
"1973/02/01","00:00","1.175","0.702","0.605","-0.035","-0.06","-0.724","-0.788","-1.154","0"
"1973/03/01","00:00","1.144","0.763","0.684","0.038","0.016","-0.654","-0.718","-1.334","0"
"1973/04/01","00:00","1.367","0.76","0.669","0.01","-0.017","-0.703","-0.776","-1.297","0"
"1973/05/01","00:00","1.083","0.809","0.699","0.022","-0.008","-0.718","-0.782","-1.136","0"
"1973/06/01","00:00","1.077","0.794","0.675","-0.005","-0.035","-0.746","-0.813","-1.111","1"
"1973/07/01","00:00","1.105","0.809","0.702","0.013","-0.017","-0.733","-0.797","-1.05","1"
"1973/08/01","00:00","0.94","0.788","0.687","0.007","-0.02","-0.73","-0.776","-1.111","0"
"1973/09/01","00:00","1.162","0.766","0.669","0.004","-0.026","-0.724","-0.767","-0.98","0"
"1973/10/01","00:00","1.354","0.739","0.656","-0.014","-0.032","-0.721","-0.779","-1.114","0"
"1973/11/01","00:00","0.925","0.626","0.519","-0.154","-0.176","-0.874","-0.947","-1.185","0"
"1973/12/01","00:00","1.373","0.684","0.565","-0.099","-0.115","-0.797","-0.895","-1.288","0"
"1974/01/01","00:00","1.245","0.699","0.586","-0.078","-0.099","-0.788","-0.858","-1.328","0"
"1974/02/01","00:00","1.153","0.653","0.553","-0.121","-0.151","-0.858","-0.932","-1.703","0"
"1974/03/01","00:00","1.26","0.614","0.547","-0.127","-0.151","-0.852","-0.983","-1.37","1"
"1974/04/01","00:00","1.108","0.659","0.62","-0.106","-0.109","-0.834","-0.895","-1.221","0"
"1974/05/01","00:00","1.12","0.754","0.659","-0.026","-0.054","-0.764","-0.822","-1.038","0"
"1974/06/01","00:00","1.135","0.827","0.714","0.035","0.01","-0.697","-0.764","-1.011","0"
"1974/07/01","00:00","1.025","0.769","0.669","0.001","-0.026","-0.721","-0.773","-1.154","0"
"1974/08/01","00:00","1.08","0.72","0.641","-0.032","-0.057","-0.755","-0.8","-1.072","1"
"1974/09/01","00:00","1.111","0.778","0.69","0.013","-0.011","-0.712","-0.758","-1.117","1"
"1974/10/01","00:00","1.089","0.659","0.571","-0.109","-0.133","-0.84","-0.895","-1.163","0"
"1974/11/01","00:00","1.108","0.693","0.595","-0.078","-0.103","-0.804","-0.871","-1.352","1"
"1974/12/01","00:00","1.537","0.763","0.626","-0.06","-0.084","-0.791","-0.895","-1.322","2"
"1975/01/01","00:00","1.132","0.678","0.553","-0.16","-0.182","-0.916","-0.993","-1.66","0"
"1975/02/01","00:00","1.254","0.65","0.544","-0.133","-0.154","-0.855","-0.922","-1.584","7"
"1975/03/01","00:00","1.15","0.672","0.574","-0.121","-0.142","-0.858","-0.916","-1.532","0"
"1975/04/01","00:00","1.095","0.647","0.577","-0.115","-0.145","-0.871","-0.929","-1.373","1"
"1975/05/01","00:00","NaN","0.748","0.656","-0.023","-0.048","-0.752","-0.804","NaN","11"
"1975/06/01","00:00","1.004","0.784","0.675","-0.011","-0.035","-0.743","-0.81","-1.108","1"
"1975/07/01","00:00","1.007","0.736","0.638","-0.02","-0.054","-0.749","-0.804","-0.98","0"
"1975/08/01","00:00","1.037","0.763","0.666","-0.005","-0.035","-0.74","-0.776","-1.145","3"
"1975/09/01","00:00","1.007","0.766","0.681","-0.005","-0.035","-0.752","-0.788","-1.172","0"
"1975/10/01","00:00","1.217","0.855","0.772","0.071","0.044","-0.688","-0.755","-1.27","0"
"1975/11/01","00:00","1.12","0.794","0.684","-0.011","-0.042","-0.77","-0.84","-1.242","0"
"1975/12/01","00:00","1.15","0.794","0.663","-0.038","-0.063","-0.788","-0.855","-1.337","0"
"1976/01/01","00:00","1.08","0.653","0.519","-0.154","-0.182","-0.88","-0.947","-1.602","0"
"1976/02/01","00:00","1.172","0.602","0.471","-0.203","-0.234","-0.938","-1.038","-2.09","0"
"1976/03/01","00:00","1.354","0.681","0.592","-0.099","-0.127","-0.846","-0.929","-1.815","0"
"1976/04/01","00:00","1.019","0.663","0.58","-0.096","-0.127","-0.831","-0.883","-1.358","0"
"1976/05/01","00:00","1.05","0.684","0.577","-0.103","-0.133","-0.843","-0.898","-1.267","0"
"1976/06/01","00:00","1.172","0.739","0.641","-0.048","-0.078","-0.797","-0.852","-1.145","0"
"1976/07/01","00:00","1.08","0.788","0.702","0.004","-0.023","-0.752","-0.797","-0.992","0"
"1976/08/01","00:00","1.202","0.797","0.699","-0.008","-0.038","-0.776","-0.816","-1.175","0"
"1976/09/01","00:00","1.141","0.766","0.687","-0.02","-0.051","-0.788","-0.825","-1.175","0"
"1976/10/01","00:00","1.111","0.748","0.666","-0.029","-0.054","-0.77","-0.828","-1.45","0"
"1976/11/01","00:00","0.928","0.571","0.483","-0.212","-0.237","-0.956","-1.014","-1.541","1"
"1976/12/01","00:00","NaN","0.483","0.373","-0.298","-0.322","-1.017","-1.117","NaN","11"
"1977/01/01","00:00","NaN","0.495","0.364","-0.304","-0.328","-1.023","-1.133","NaN","11"
"1977/02/01","00:00","NaN","0.507","0.4","-0.279","-0.304","-1.011","-1.114","NaN","11"
"1977/03/01","00:00","0.934","0.589","0.498","-0.188","-0.212","-0.922","-0.996","-1.66","1"
"1977/04/01","00:00","1.111","0.602","0.516","-0.182","-0.206","-0.929","-0.983","-1.447","2"
"1977/05/01","00:00","1.111","0.733","0.626","-0.09","-0.115","-0.858","-0.919","-1.297","1"
"1977/06/01","00:00","1.141","0.794","0.69","-0.023","-0.057","-0.804","-0.861","-1.175","0"
"1977/07/01","00:00","1.086","0.778","0.687","-0.038","-0.063","-0.813","-0.868","-1.145","1"
"1977/08/01","00:00","0.873","0.772","0.699","-0.014","-0.042","-0.782","-0.822","-1.145","0"
"1977/09/01","00:00","1.479","0.864","0.788","0.09","0.062","-0.66","-0.694","-1.175","0"
"1977/10/01","00:00","1.571","0.833","0.739","0.053","0.022","-0.694","-0.761","-1.48","0"
"1977/11/01","00:00","1.568","0.815","0.724","0.041","0.016","-0.691","-0.764","-1.267","1"
"1977/12/01","00:00","1.263","0.763","0.66","-0.008","-0.035","-0.73","-0.819","-1.785","0"
"1978/01/01","00:00","1.482","0.702","0.565","-0.124","-0.142","-0.849","-0.977","-2.062","0"
"1978/02/01","00:00","NaN","0.839","0.73","0.05","0.026","-0.676","-0.782","NaN","11"
"1978/03/01","00:00","1.217","0.708","0.626","-0.066","-0.09","-0.804","-0.898","-1.611","0"
"1978/04/01","00:00","1.294","0.76","0.702","0.004","-0.026","-0.752","-0.807","-1.154","0"
"1978/05/01","00:00","1.144","0.809","0.724","0.035","0.001","-0.724","-0.782","-1.203","0"
"1978/06/01","00:00","1.117","0.76","0.678","-0.017","-0.051","-0.779","-0.84","-1.105","0"
"1978/07/01","00:00","1.068","0.791","0.705","0.022","-0.011","-0.724","-0.779","-1.151","0"
"1978/08/01","00:00","1.101","0.788","0.72","0.041","0.007","-0.703","-0.74","-1.038","0"
"1978/09/01","00:00","1.077","0.812","0.763","0.08","0.05","-0.66","-0.703","-0.968","0"
"1978/10/01","00:00","1.159","0.76","0.699","0.007","-0.02","-0.74","-0.782","-1.127","0"
"1978/11/01","00:00","1.056","0.812","0.724","0.029","0.004","-0.715","-0.77","-1.127","1"
"1978/12/01","00:00","1.461","0.708","0.571","-0.154","-0.176","-0.922","-1.005","-1.569","0"
"1979/01/01","00:00","1.464","0.775","0.647","-0.063","-0.093","-0.834","-0.944","-1.398","0"
"1979/02/01","00:00","1.458","0.629","0.535","-0.139","-0.173","-0.88","-0.962","-1.438","0"
"1979/03/01","00:00","1.028","0.666","0.595","-0.099","-0.133","-0.861","-0.904","-1.465","0"
"1979/04/01","00:00","1.132","0.73","0.647","-0.026","-0.063","-0.77","-0.84","-1.316","0"
"1979/05/01","00:00","1.114","0.717","0.65","-0.023","-0.057","-0.761","-0.828","-1.011","0"
"1979/06/01","00:00","1.037","0.76","0.666","-0.026","-0.051","-0.77","-0.834","-1.163","0"
"1979/07/01","00:00","1.031","0.751","0.669","-0.02","-0.045","-0.758","-0.81","-1.108","0"
"1979/08/01","00:00","1.19","0.797","0.705","0.016","-0.014","-0.73","-0.773","-1.105","0"
"1979/09/01","00:00","1.458","0.797","0.699","0.001","-0.026","-0.755","-0.794","-1.084","0"
"1979/10/01","00:00","1.345","0.742","0.666","-0.042","-0.078","-0.819","-0.892","-1.465","0"
"1979/11/01","00:00","0.97","0.705","0.62","-0.093","-0.124","-0.865","-0.929","-1.297","0"
"1979/12/01","00:00","1.059","0.635","0.525","-0.176","-0.203","-0.935","-1.008","-1.453","0"
"1980/01/01","00:00","1.333","0.653","0.538","-0.148","-0.176","-0.886","-0.965","-1.514","0"
"1980/02/01","00:00","1.144","0.635","0.531","-0.145","-0.167","-0.865","-0.922","-1.428","0"
"1980/03/01","00:00","1.193","0.65","0.559","-0.13","-0.157","-0.871","-0.953","-1.855","0"
"1980/04/01","00:00","1.239","0.727","0.659","-0.005","-0.038","-0.736","-0.788","-1.355","0"
"1980/05/01","00:00","0.986","0.766","0.681","-0.005","-0.035","-0.752","-0.797","-1.172","0"
"1980/06/01","00:00","0.946","0.742","0.644","-0.054","-0.084","-0.81","-0.868","-1.157","0"
"1980/07/01","00:00","1.004","0.754","0.666","-0.045","-0.069","-0.8","-0.858","-1.017","0"
"1980/08/01","00:00","0.955","0.784","0.699","-0.008","-0.032","-0.764","-0.807","-1.124","0"
"1980/09/01","00:00","1.159","0.742","0.666","-0.029","-0.057","-0.782","-0.825","-1.386","0"
"1980/10/01","00:00","1.638","0.745","0.644","-0.063","-0.081","-0.804","-0.865","-1.669","0"
"1980/11/01","00:00","1.318","0.65","0.547","-0.133","-0.16","-0.868","-0.932","-1.48","0"
"1980/12/01","00:00","0.791","0.522","0.425","-0.243","-0.27","-0.962","-1.026","-1.505","0"
"1981/01/01","00:00","0.787","0.507","0.394","-0.267","-0.288","-0.968","-1.041","-1.416","0"
"1981/02/01","00:00","0.983","0.592","0.492","-0.191","-0.212","-0.913","-1.005","-1.453","0"
"1981/03/01","00:00","1.165","0.647","0.562","-0.103","-0.133","-0.831","-0.883","-1.322","0"
"1981/04/01","00:00","0.906","0.583","0.516","-0.176","-0.203","-0.922","-0.968","-1.508","0"
"1981/05/01","00:00","1.315","0.772","0.684","-0.014","-0.042","-0.77","-0.822","-1.096","0"
"1981/06/01","00:00","1.114","0.784","0.684","-0.02","-0.051","-0.785","-0.846","-1.096","0"
"1981/07/01","00:00","0.995","0.772","0.678","-0.02","-0.048","-0.77","-0.837","-1.038","0"
"1981/08/01","00:00","0.992","0.784","0.696","0.004","-0.023","-0.743","-0.794","-1.029","0"
"1981/09/01","00:00","1.059","0.784","0.711","0.029","0.004","-0.7","-0.755","-1.084","1"
"1981/10/01","00:00","1.123","0.702","0.608","-0.06","-0.084","-0.776","-0.831","-1.09","1"
"1981/11/01","00:00","1.324","0.742","0.644","-0.029","-0.051","-0.746","-0.81","-1.188","0"
"1981/12/01","00:00","1.123","0.705","0.583","-0.09","-0.112","-0.804","-0.874","-1.425","0"
"1982/01/01","00:00","1.001","0.595","0.467","-0.212","-0.231","-0.925","-1.02","-1.672","0"
"1982/02/01","00:00","0.989","0.626","0.516","-0.151","-0.179","-0.874","-0.941","-1.502","0"
"1982/03/01","00:00","1.001","0.626","0.544","-0.133","-0.154","-0.855","-0.922","-1.565","0"
"1982/04/01","00:00","1.031","0.589","0.48","-0.194","-0.227","-0.932","-1.02","-1.718","0"
"1982/05/01","00:00","1.184","0.72","0.644","-0.026","-0.057","-0.758","-0.825","-1.087","0"
"1982/06/01","00:00","1.175","0.855","0.757","0.086","0.056","-0.645","-0.712","-1.044","0"
"1982/07/01","00:00","1.089","0.733","0.629","-0.029","-0.06","-0.749","-0.807","-1.017","0"
"1982/08/01","00:00","0.952","0.727","0.632","-0.026","-0.057","-0.746","-0.804","-1.142","0"
"1982/09/01","00:00","1.05","0.742","0.669","0.007","-0.023","-0.715","-0.758","-0.965","0"
"1982/10/01","00:00","1.254","0.818","0.736","0.068","0.038","-0.66","-0.715","-1.075","0"
"1982/11/01","00:00","1.132","0.663","0.568","-0.112","-0.139","-0.843","-0.913","-1.285","0"
"1982/12/01","00:00","1.056","0.739","0.623","-0.072","-0.096","-0.813","-0.886","-1.27","0"
"1983/01/01","00:00","1.303","0.708","0.595","-0.096","-0.118","-0.831","-0.886","-1.23","0"
"1983/02/01","00:00","1.111","0.766","0.666","0.007","-0.017","-0.697","-0.77","-1.188","0"
"1983/03/01","00:00","1.373","0.833","0.733","0.059","0.032","-0.669","-0.733","-1.334","0"
"1983/04/01","00:00","1.336","0.83","0.745","0.096","0.062","-0.621","-0.688","-0.941","0"
"1983/05/01","00:00","1.047","0.745","0.653","0.007","-0.026","-0.703","-0.77","-0.992","0"
"1983/06/01","00:00","1.031","0.778","0.672","0.016","-0.008","-0.688","-0.764","-1.038","0"
"1983/07/01","00:00","1.08","0.772","0.678","0.016","-0.014","-0.706","-0.77","-1.032","0"
"1983/08/01","00:00","1.108","0.827","0.727","0.056","0.029","-0.669","-0.721","-1.008","0"
"1983/09/01","00:00","1.08","0.812","0.72","0.047","0.019","-0.685","-0.721","-1.06","0"
"1983/10/01","00:00","1.29","0.839","0.754","0.08","0.047","-0.657","-0.706","-1.124","0"
"1983/11/01","00:00","1.214","0.827","0.717","0.041","0.01","-0.697","-0.788","-1.303","0"
"1983/12/01","00:00","1.409","0.745","0.617","-0.051","-0.069","-0.752","-0.837","-1.523","0"
"1984/01/01","00:00","1.028","0.666","0.547","-0.087","-0.115","-0.776","-0.843","-1.471","0"
"1984/02/01","00:00","1.187","0.69","0.571","-0.081","-0.109","-0.788","-0.849","-1.105","0"
"1984/03/01","00:00","1.815","0.754","0.65","-0.002","-0.026","-0.706","-0.77","-1.139","0"
"1984/04/01","00:00","1.324","0.842","0.763","0.126","0.086","-0.587","-0.636","-0.904","0"
"1984/05/01","00:00","1.074","0.733","0.629","-0.02","-0.06","-0.746","-0.797","-1.136","0"
"1984/06/01","00:00","1.013","0.8","0.681","0.035","-0.002","-0.688","-0.752","-0.989","0"
"1984/07/01","00:00","1.111","0.775","0.669","0.004","-0.029","-0.724","-0.788","-0.968","0"
"1984/08/01","00:00","1.037","0.842","0.745","0.065","0.035","-0.676","-0.724","-1.044","0"
"1984/09/01","00:00","1.092","0.794","0.696","0.019","-0.005","-0.706","-0.755","-1.218","0"
"1984/10/01","00:00","1.132","0.815","0.733","0.074","0.044","-0.648","-0.691","-1.108","0"
"1984/11/01","00:00","1.062","0.748","0.629","-0.02","-0.054","-0.736","-0.794","-1.255","0"
"1984/12/01","00:00","1.187","0.647","0.541","-0.112","-0.133","-0.807","-0.886","-1.319","0"
"1985/01/01","00:00","1.053","0.568","0.446","-0.179","-0.206","-0.855","-0.916","-1.523","0"
"1985/02/01","00:00","1.297","0.58","0.486","-0.16","-0.194","-0.874","-0.956","-1.843","0"
"1985/03/01","00:00","0.897","0.583","0.489","-0.142","-0.17","-0.828","-0.886","-1.328","0"
"1985/04/01","00:00","1.101","0.644","0.568","-0.09","-0.121","-0.807","-0.858","-1.276","0"
"1985/05/01","00:00","1.135","0.757","0.659","-0.011","-0.038","-0.74","-0.797","-1.273","0"
"1985/06/01","00:00","1.065","0.754","0.65","-0.029","-0.054","-0.758","-0.825","-1.06","0"
"1985/07/01","00:00","1.022","0.772","0.659","-0.011","-0.038","-0.736","-0.804","-0.974","0"
"1985/08/01","00:00","1.047","0.772","0.681","0.016","-0.011","-0.703","-0.761","-0.947","0"
"1985/09/01","00:00","1.726","0.778","0.693","0.026","-0.002","-0.694","-0.752","-1.09","0"
"1985/10/01","00:00","1.245","0.727","0.635","-0.011","-0.042","-0.721","-0.77","-1.002","0"
"1985/11/01","00:00","1.239","0.848","0.739","0.093","0.062","-0.615","-0.703","-1.206","0"
"1985/12/01","00:00","1.367","0.699","0.556","-0.081","-0.118","-0.788","-0.883","-1.206","0"
"1986/01/01","00:00","1.095","0.577","0.452","-0.197","-0.221","-0.898","-0.986","-1.529","0"
"1986/02/01","00:00","1.056","0.69","0.586","-0.045","-0.072","-0.73","-0.785","-1.16","0"
"1986/03/01","00:00","0.888","0.614","0.519","-0.136","-0.163","-0.846","-0.916","-1.727","0"
"1986/04/01","00:00","1.193","0.806","0.711","0.065","0.035","-0.642","-0.709","-1.06","0"
"1986/05/01","00:00","1.169","0.766","0.666","0.022","-0.011","-0.691","-0.758","-1.102","0"
"1986/06/01","00:00","1.135","0.724","0.614","-0.026","-0.054","-0.724","-0.794","-1.072","0"
"1986/07/01","00:00","1.132","0.772","0.666","0.038","0.007","-0.651","-0.712","-0.993","0"
"1986/08/01","00:00","1.315","0.745","0.638","0.013","-0.017","-0.672","-0.727","-0.858","0"
"1986/09/01","00:00","0.958","0.717","0.614","-0.017","-0.048","-0.709","-0.743","-1.197","0"
"1986/10/01","00:00","1.004","0.763","0.675","0.032","0.007","-0.663","-0.709","-1.191","0"
"1986/11/01","00:00","1.105","0.754","0.626","-0.035","-0.06","-0.746","-0.822","-1.233","0"
"1986/12/01","00:00","1.452","0.757","0.608","-0.045","-0.075","-0.758","-0.843","-1.297","0"
"1987/01/01","00:00","1.769","0.739","0.589","-0.06","-0.084","-0.758","-0.858","-1.291","0"
"1987/02/01","00:00","0.952","0.562","0.467","-0.151","-0.176","-0.816","-0.855","-1.105","0"
"1987/03/01","00:00","1.04","0.745","0.672","0.041","0.013","-0.648","-0.691","-1.005","0"
"1987/04/01","00:00","1.19","0.788","0.699","0.086","0.05","-0.599","-0.657","-0.947","0"
"1987/05/01","00:00","0.928","0.696","0.599","-0.02","-0.051","-0.697","-0.761","-1.078","0"
"1987/06/01","00:00","1.004","0.751","0.641","0.013","-0.02","-0.679","-0.74","-1.026","0"
"1987/07/01","00:00","1.141","0.772","0.678","0.041","0.01","-0.654","-0.715","-0.95","0"
"1987/08/01","00:00","1.184","0.791","0.69","0.05","0.022","-0.645","-0.694","-0.956","0"
"1987/09/01","00:00","1.062","0.803","0.699","0.053","0.026","-0.648","-0.691","-1.038","0"
"1987/10/01","00:00","1.086","0.73","0.635","-0.02","-0.048","-0.727","-0.788","-1.34","0"
"1987/11/01","00:00","1.062","0.711","0.595","-0.051","-0.078","-0.755","-0.834","-1.346","0"
"1987/12/01","00:00","1.083","0.73","0.611","-0.026","-0.06","-0.727","-0.819","-1.13","0"
"1988/01/01","00:00","1.223","0.589","0.452","-0.176","-0.203","-0.858","-0.941","-1.401","0"
"1988/02/01","00:00","1.272","0.669","0.516","-0.106","-0.133","-0.782","-0.855","-1.297","0"
"1988/03/01","00:00","0.955","0.553","0.471","-0.145","-0.182","-0.837","-0.88","-1.334","0"
"1988/04/01","00:00","1.092","0.8","0.69","0.059","0.026","-0.642","-0.694","-1.157","0"
"1988/05/01","00:00","0.989","0.766","0.644","0.001","-0.029","-0.706","-0.752","-1.017","0"
"1988/06/01","00:00","1.089","0.775","0.659","0.004","-0.02","-0.703","-0.77","-0.944","0"
"1988/07/01","00:00","1.034","0.73","0.617","-0.042","-0.072","-0.761","-0.816","-1.041","0"
"1988/08/01","00:00","1.114","0.766","0.653","-0.008","-0.038","-0.733","-0.791","-1.087","0"
"1988/09/01","00:00","1.092","0.739","0.635","-0.029","-0.054","-0.743","-0.785","-1.063","0"
"1988/10/01","00:00","1.357","0.72","0.617","-0.02","-0.048","-0.715","-0.779","-1.087","0"
"1988/11/01","00:00","1.037","0.669","0.544","-0.093","-0.124","-0.794","-0.877","-1.502","0"
"1988/12/01","00:00","1.047","0.608","0.486","-0.142","-0.17","-0.828","-0.895","-1.236","0"
"1989/01/01","00:00","1.105","0.599","0.477","-0.142","-0.17","-0.819","-0.883","-1.434","0"
"1989/02/01","00:00","0.925","0.595","0.492","-0.145","-0.179","-0.846","-0.913","-1.657","0"
"1989/03/01","00:00","1.101","0.611","0.525","-0.099","-0.121","-0.764","-0.825","-1.121","0"
"1989/04/01","00:00","0.992","0.617","0.528","-0.109","-0.145","-0.816","-0.865","-1.294","0"
"1989/05/01","00:00","1.211","0.766","0.653","0.004","-0.026","-0.709","-0.779","-1.233","0"
"1989/06/01","00:00","1.025","0.8","0.684","0.029","-0.005","-0.697","-0.752","-0.971","0"
"1989/07/01","00:00","1.028","0.775","0.663","0.007","-0.02","-0.703","-0.764","-1.035","0"
"1989/08/01","00:00","1.056","0.778","0.687","0.041","0.01","-0.669","-0.718","-1.026","0"
"1989/09/01","00:00","1.242","0.757","0.678","0.029","0.001","-0.679","-0.736","-1.05","0"
"1989/10/01","00:00","1.452","0.733","0.647","0.004","-0.023","-0.694","-0.758","-1.102","0"
"1989/11/01","00:00","1.409","0.675","0.544","-0.09","-0.124","-0.791","-0.904","-1.48","0"
"1989/12/01","00:00","1.007","0.562","0.431","-0.203","-0.234","-0.898","-0.974","-1.352","0"
"1990/01/01","00:00","1.08","0.586","0.477","-0.173","-0.203","-0.88","-0.956","-1.395","0"
"1990/02/01","00:00","0.909","0.632","0.519","-0.13","-0.154","-0.831","-0.901","-1.566","0"
"1990/03/01","00:00","0.958","0.592","0.504","-0.145","-0.176","-0.858","-0.904","-1.367","0"
"1990/04/01","00:00","1.056","0.638","0.541","-0.099","-0.133","-0.807","-0.861","-1.111","0"
"1990/05/01","00:00","1.211","0.775","0.678","0.029","0.001","-0.676","-0.746","-0.935","0"
"1990/06/01","00:00","1.111","0.751","0.635","-0.005","-0.035","-0.709","-0.782","-0.922","0"
"1990/07/01","00:00","1.044","0.763","0.653","0.016","-0.011","-0.676","-0.74","-0.941","0"
"1990/08/01","00:00","1.364","0.812","0.699","0.077","0.044","-0.608","-0.66","-0.919","0"
"1990/09/01","00:00","1.028","0.778","0.681","0.041","0.007","-0.666","-0.715","-0.968","0"
"1990/10/01","00:00","0.925","0.757","0.656","0.004","-0.026","-0.712","-0.764","-1.261","0"
"1990/11/01","00:00","1.214","0.717","0.583","-0.06","-0.093","-0.773","-0.849","-1.511","0"
"1990/12/01","00:00","1.452","0.672","0.547","-0.106","-0.136","-0.822","-0.916","-1.285","0"
"1991/01/01","00:00","1.083","0.724","0.599","-0.066","-0.093","-0.785","-0.858","-1.669","0"
"1991/02/01","00:00","1.15","0.623","0.519","-0.115","-0.145","-0.81","-0.877","-1.581","0"
"1991/03/01","00:00","1.114","0.797","0.702","0.047","0.019","-0.663","-0.718","-1.105","0"
"1991/04/01","00:00","1.123","0.714","0.62","-0.029","-0.063","-0.743","-0.804","-1.102","0"
"1991/05/01","00:00","1.065","0.736","0.629","-0.023","-0.048","-0.724","-0.785","-1.008","0"
"1991/06/01","00:00","1.077","0.794","0.687","0.038","0.007","-0.669","-0.73","-1.099","0"
"1991/07/01","00:00","1.165","0.791","0.693","0.038","0.01","-0.672","-0.73","-0.953","0"
"1991/08/01","00:00","1.214","0.772","0.666","-0.002","-0.029","-0.727","-0.776","-1.069","0"
"1991/09/01","00:00","1.05","0.757","0.666","-0.002","-0.029","-0.724","-0.761","-0.989","0"
"1991/10/01","00:00","1.876","0.842","0.733","0.059","0.035","-0.666","-0.74","-1.108","0"
"1991/11/01","00:00","1.159","0.748","0.647","-0.005","-0.038","-0.724","-0.785","-1.27","0"
"1991/12/01","00:00","1.269","0.696","0.553","-0.096","-0.133","-0.816","-0.904","-1.355","0"
"1992/01/01","00:00","1.309","0.709","0.578","-0.073","-0.097","-0.773","-0.862","-1.459","0"
"1992/02/01","00:00","1.117","0.72","0.605","-0.039","-0.06","-0.726","-0.796","-1.157","0"
"1992/03/01","00:00","1.272","0.661","0.585","-0.052","-0.083","-0.751","-0.813","-1.23","0"
"1992/04/01","00:00","1.062","0.75","0.663","0.002","-0.021","-0.706","-0.749","-1.13","0"
"1992/05/01","00:00","1.15","0.803","0.693","0.037","0.004","-0.685","-0.738","-0.944","0"
"1992/06/01","00:00","1.172","0.827","0.72","0.059","0.026","-0.669","-0.73","-0.959","0"
"1992/07/01","00:00","1.068","0.845","0.757","0.071","0.038","-0.682","-0.736","-1.032","0"
"1992/08/01","00:00","1.361","0.806","0.727","0.035","0.001","-0.721","-0.764","-1.127","0"
"1992/09/01","00:00","1.339","0.778","0.696","0.026","-0.002","-0.703","-0.74","-1.041","0"
"1992/10/01","00:00","1.034","0.757","0.675","0.007","-0.023","-0.718","-0.764","-1.117","0"
"1992/11/01","00:00","1.196","0.754","0.666","0.001","-0.023","-0.712","-0.773","-1.081","0"
"1992/12/01","00:00","2.174","0.766","0.647","-0.002","-0.032","-0.712","-0.819","-1.703","0"
"1993/01/01","00:00","1.272","0.705","0.586","-0.066","-0.09","-0.764","-0.849","-1.157","0"
"1993/02/01","00:00","1.327","0.724","0.638","-0.023","-0.048","-0.733","-0.797","-1.127","0"
"1993/03/01","00:00","1.763","0.702","0.611","-0.054","-0.078","-0.764","-0.84","-1.742","0"
"1993/04/01","00:00","1.33","0.861","0.778","0.123","0.086","-0.605","-0.669","-1.011","0"
"1993/05/01","00:00","1.053","0.821","0.72","0.05","0.016","-0.688","-0.761","-1.069","0"
"1993/06/01","00:00","1.01","0.769","0.672","0.007","-0.032","-0.733","-0.8","-0.983","0"
"1993/07/01","00:00","1.111","0.821","0.724","0.056","0.026","-0.676","-0.727","-0.965","0"
"1993/08/01","00:00","1.117","0.812","0.736","0.068","0.038","-0.66","-0.709","-0.913","0"
"1993/09/01","00:00","1.239","0.809","0.724","0.053","0.026","-0.676","-0.712","-1.148","0"
"1993/10/01","00:00","1.199","0.781","0.69","0.022","-0.002","-0.694","-0.755","-1.099","0"
"1993/11/01","00:00","1.303","0.72","0.617","-0.054","-0.084","-0.782","-0.874","-1.212","0"
"1993/12/01","00:00","1.409","0.818","0.684","0.013","-0.014","-0.712","-0.807","-1.355","0"
"1994/01/01","00:00","1.425","0.598","0.468","-0.189","-0.217","-0.902","-1.022","-1.575","0"
"1994/02/01","00:00","1.117","0.652","0.539","-0.118","-0.141","-0.821","-0.914","-1.581","0"
"1994/03/01","00:00","1.483","0.739","0.647","-0.038","-0.069","-0.788","-0.864","-1.233","0"
"1994/04/01","00:00","1.315","0.69","0.599","-0.072","-0.106","-0.81","-0.871","-1.236","0"
"1994/05/01","00:00","1.236","0.781","0.696","0.038","0.004","-0.688","-0.749","-0.95","0"
"1994/06/01","00:00","1.129","0.742","0.647","-0.017","-0.051","-0.749","-0.807","-1.011","0"
"1994/07/01","00:00","0.964","0.754","0.662","0.01","-0.02","-0.703","-0.755","-1.06","0"
