"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"1994/08/01","00:00","0.992","0.736","0.656","0.007","-0.024","-0.703","-0.743","-0.986","0"
"1994/09/01","00:00","1.153","0.791","0.717","0.047","0.019","-0.675","-0.718","-1.06","0"
"1994/10/01","00:00","1.056","0.789","0.709","0.032","0","-0.71","-0.745","-1.09","0"
"1994/11/01","00:00","1.083","0.693","0.592","-0.105","-0.137","-0.867","-0.945","-1.648","0"
"1994/12/01","00:00","1.193","0.796","0.677","-0.029","-0.054","-0.786","-0.845","-1.386","0"
"1995/01/01","00:00","1.26","0.697","0.6","-0.102","-0.129","-0.858","-0.919","-1.416","0"
"1995/02/01","00:00","1.403","0.588","0.491","-0.18","-0.21","-0.91","-0.975","-1.34","0"
"1995/03/01","00:00","0.989","0.71","0.645","-0.04","-0.066","-0.778","-0.81","-1.084","0"
"1995/04/01","00:00","1.031","0.688","0.613","-0.074","-0.1","-0.814","-0.87","-1.09","0"
"1995/05/01","00:00","1.19","0.801","0.717","0.046","0.014","-0.689","-0.74","-0.996","0"
"1995/06/01","00:00","1.223","0.76","0.669","-0.008","-0.036","-0.741","-0.801","-1.151","0"
"1995/07/01","00:00","1.105","0.796","0.706","0.016","-0.017","-0.74","-0.785","-1.096","0"
"1995/08/01","00:00","1.126","0.869","0.791","0.103","0.072","-0.648","-0.69","-0.974","0"
"1995/09/01","00:00","1.15","0.861","0.774","0.088","0.054","-0.666","-0.703","-0.935","0"
"1995/10/01","00:00","1.202","0.825","0.735","0.04","0.012","-0.711","-0.775","-1.175","0"
"1995/11/01","00:00","1.318","0.836","0.737","0.048","0.017","-0.704","-0.789","-1.127","0"
"1995/12/01","00:00","1.431","0.724","0.622","-0.058","-0.088","-0.798","-0.869","-1.572","0"
"1996/01/01","00:00","1.351","0.813","0.687","0.042","0.011","-0.665","-0.796","-1.264","0"
"1996/02/01","00:00","1.11","0.69","0.601","-0.065","-0.086","-0.774","-0.828","-1.251","0"
"1996/03/01","00:00","1.742","0.714","0.611","-0.061","-0.087","-0.785","-0.856","-1.698","0"
"1996/04/01","00:00","1.309","0.802","0.723","0.061","0.026","-0.671","-0.744","-1.084","0"
"1996/05/01","00:00","1.076","0.805","0.714","0.039","0.002","-0.711","-0.763","-1","0"
"1996/06/01","00:00","1.137","0.841","0.745","0.065","0.032","-0.682","-0.743","-1.033","0"
"1996/07/01","00:00","1.227","0.843","0.763","0.065","0.034","-0.695","-0.753","-0.989","0"
"1996/08/01","00:00","1.187","0.863","0.793","0.081","0.055","-0.683","-0.729","-0.994","0"
"1996/09/01","00:00","1.297","0.967","0.901","0.214","0.183","-0.536","-0.587","-0.95","0"
"1996/10/01","00:00","1.738","0.92","0.831","0.158","0.125","-0.582","-0.639","-0.932","0"
"1996/11/01","00:00","1.123","0.833","0.739","0.077","0.044","-0.65","-0.698","-1.102","0"
"1996/12/01","00:00","1.512","0.922","0.816","0.143","0.115","-0.586","-0.644","-1.309","0"
"1997/01/01","00:00","1.48","0.733","0.625","-0.041","-0.072","-0.769","-0.869","-1.51","0"
"1997/02/01","00:00","1.283","0.727","0.652","-0.027","-0.057","-0.767","-0.828","-1.167","0"
"1997/03/01","00:00","1.223","0.766","0.675","0.006","-0.032","-0.739","-0.806","-1.602","0"
"1997/04/01","00:00","1.282","0.88","0.811","0.13","0.099","-0.613","-0.683","-1.118","0"
"1997/05/01","00:00","1.122","0.783","0.705","0.019","-0.02","-0.745","-0.814","-1.273","0"
"1997/06/01","00:00","NaN","0.879","0.796","0.118","0.081","-0.634","-0.697","NaN","13"
"1997/07/01","00:00","NaN","0.818","0.735","0.057","0.023","-0.688","-0.754","NaN","13"
"1997/08/01","00:00","NaN","0.828","0.755","0.088","0.051","-0.653","-0.706","NaN","13"
"1997/09/01","00:00","NaN","0.813","0.75","0.078","0.044","-0.661","-0.718","NaN","13"
"1997/10/01","00:00","NaN","0.821","0.742","0.075","0.04","-0.662","-0.71","NaN","13"
"1997/11/01","00:00","NaN","0.839","0.737","0.083","0.043","-0.651","-0.749","NaN","13"
"1997/12/01","00:00","1.125","0.743","0.647","-0.039","-0.076","-0.799","-0.891","-1.565","0"
"1998/01/01","00:00","1.502","0.88","0.776","0.086","0.058","-0.659","-0.726","-1.357","0"
"1998/02/01","00:00","1.534","0.932","0.842","0.176","0.153","-0.537","-0.604","-0.965","0"
"1998/03/01","00:00","1.228","0.814","0.727","0.027","-0.012","-0.75","-0.805","-1.381","0"
"1998/04/01","00:00","1.193","0.861","0.782","0.097","0.068","-0.647","-0.707","-1.136","0"
"1998/05/01","00:00","1.308","0.917","0.829","0.157","0.123","-0.583","-0.643","-1.017","0"
"1998/06/01","00:00","1.129","0.852","0.759","0.095","0.059","-0.642","-0.703","-0.879","0"
"1998/07/01","00:00","1.002","0.814","0.731","0.08","0.044","-0.644","-0.694","-0.854","0"
"1998/08/01","00:00","0.993","0.837","0.746","0.087","0.056","-0.634","-0.675","-0.942","0"
"1998/09/01","00:00","1.196","0.843","0.765","0.096","0.065","-0.636","-0.667","-1.077","0"
"1998/10/01","00:00","1.103","0.77","0.693","0.016","-0.014","-0.72","-0.767","-1.123","0"
"1998/11/01","00:00","1.111","0.751","0.661","-0.033","-0.063","-0.787","-0.841","-1.107","0"
"1998/12/01","00:00","1.173","0.747","0.633","-0.068","-0.094","-0.822","-0.894","-1.346","0"
"1999/01/01","00:00","1.459","0.721","0.6","-0.094","-0.117","-0.835","-0.91","-1.443","0"
"1999/02/01","00:00","1.114","0.804","0.725","0.046","0.022","-0.681","-0.744","-1.056","0"
"1999/03/01","00:00","1.318","0.723","0.642","-0.049","-0.074","-0.79","-0.868","-1.309","0"
"1999/04/01","00:00","1.238","0.792","0.719","0.035","0.011","-0.698","-0.742","-1.147","0"
"1999/05/01","00:00","1.125","0.813","0.724","0.055","0.027","-0.671","-0.712","-1.03","0"
"1999/06/01","00:00","1.147","0.791","0.694","0.027","0","-0.695","-0.76","-0.996","0"
"1999/07/01","00:00","1.128","0.815","0.725","0.05","0.021","-0.683","-0.741","-1.007","0"
"1999/08/01","00:00","1.09","0.874","0.79","0.105","0.074","-0.642","-0.682","-0.934","0"
"1999/09/01","00:00","1.117","0.866","0.79","0.098","0.068","-0.654","-0.722","-1.029","0"
"1999/10/01","00:00","1.259","0.777","0.706","0.018","-0.013","-0.733","-0.783","-1.113","0"
"1999/11/01","00:00","1.067","0.72","0.627","-0.05","-0.083","-0.794","-0.864","-1.156","0"
"1999/12/01","00:00","1.075","0.715","0.604","-0.054","-0.091","-0.785","-0.865","-1.347","0"
"2000/01/01","00:00","1.314","0.653","0.5","-0.157","-0.19","-0.881","-1.008","-1.613","0"
"2000/02/01","00:00","1.061","0.571","0.478","-0.177","-0.202","-0.881","-0.949","-1.322","0"
"2000/03/01","00:00","1.202","0.755","0.668","0.024","-0.006","-0.681","-0.725","-1.058","0"
"2000/04/01","00:00","1.246","0.774","0.701","0.045","0.012","-0.677","-0.748","-1.258","0"
"2000/05/01","00:00","1.115","0.872","0.781","0.101","0.074","-0.633","-0.695","-1.076","0"
"2000/06/01","00:00","1.232","0.842","0.739","0.068","0.036","-0.668","-0.731","-1.014","0"
"2000/07/01","00:00","1.175","0.886","0.788","0.109","0.074","-0.64","-0.697","-0.978","0"
"2000/08/01","00:00","1.242","0.876","0.791","0.105","0.075","-0.642","-0.689","-0.903","0"
"2000/09/01","00:00","1.353","0.856","0.771","0.095","0.068","-0.636","-0.683","-0.947","0"
"2000/10/01","00:00","1.066","0.793","0.711","0.054","0.024","-0.662","-0.718","-1.064","0"
"2000/11/01","00:00","1.327","0.826","0.724","0.064","0.036","-0.652","-0.723","-1.302","0"
"2000/12/01","00:00","1.194","0.752","0.607","-0.045","-0.069","-0.746","-0.843","-1.637","0"
"2001/01/01","00:00","NaN","0.754","0.648","-0.001","-0.027","-0.702","-0.782","NaN","13"
"2001/02/01","00:00","NaN","0.689","0.585","-0.086","-0.107","-0.798","-0.859","NaN","13"
"2001/03/01","00:00","NaN","0.801","0.715","0.076","0.044","-0.626","-0.704","NaN","13"
"2001/04/01","00:00","NaN","0.803","0.729","0.069","0.04","-0.648","-0.702","NaN","13"
"2001/05/01","00:00","1.102","0.781","0.704","0.045","0.014","-0.676","-0.74","-1.016","0"
"2001/06/01","00:00","1.123","0.792","0.696","0.029","-0.002","-0.7","-0.77","-1.017","0"
"2001/07/01","00:00","1.14","0.81","0.707","0.05","0.022","-0.664","-0.727","-0.996","0"
"2001/08/01","00:00","1.115","0.801","0.711","0.049","0.023","-0.665","-0.716","-0.997","0"
"2001/09/01","00:00","1.155","0.83","0.758","0.108","0.077","-0.605","-0.65","-0.945","0"
"2001/10/01","00:00","1.195","0.746","0.672","0.015","-0.02","-0.712","-0.762","-1.425","0"
"2001/11/01","00:00","0.996","0.718","0.626","-0.032","-0.064","-0.754","-0.803","-1.148","0"
"2001/12/01","00:00","1.105","0.733","0.631","-0.041","-0.068","-0.767","-0.833","-1.312","0"
"2002/01/01","00:00","1.15","0.677","0.532","-0.147","-0.178","-0.888","-0.975","-1.552","0"
"2002/02/01","00:00","1.21","0.731","0.624","-0.043","-0.068","-0.76","-0.82","-1.49","0"
"2002/03/01","00:00","1.104","0.626","0.554","-0.133","-0.158","-0.871","-0.943","-1.392","0"
"2002/04/01","00:00","1.16","0.702","0.614","-0.06","-0.083","-0.781","-0.838","-1.175","0"
"2002/05/01","00:00","1.102","0.727","0.624","-0.034","-0.06","-0.743","-0.83","-1.128","0"
"2002/06/01","00:00","1.211","0.799","0.686","0.039","0.007","-0.672","-0.752","-1.046","0"
"2002/07/01","00:00","1.006","0.769","0.672","0.028","-0.002","-0.676","-0.736","-0.978","0"
"2002/08/01","00:00","0.979","0.797","0.694","0.057","0.024","-0.647","-0.696","-1.01","0"
"2002/09/01","00:00","1.152","0.833","0.74","0.09","0.061","-0.618","-0.674","-1.048","0"
"2002/10/01","00:00","1.28","0.881","0.78","0.13","0.103","-0.575","-0.638","-1.137","0"
"2002/11/01","00:00","1.399","0.747","0.624","-0.032","-0.062","-0.748","-0.83","-1.253","0"
"2002/12/01","00:00","1.515","0.758","0.618","-0.057","-0.085","-0.788","-0.883","-1.356","0"
"2003/01/01","00:00","1.529","0.673","0.539","-0.109","-0.133","-0.805","-0.882","-1.485","0"
"2003/02/01","00:00","1.406","0.57","0.449","-0.192","-0.214","-0.878","-0.946","-1.248","0"
"2003/03/01","00:00","1.306","0.718","0.638","-0.014","-0.041","-0.721","-0.776","-1.173","0"
"2003/04/01","00:00","1.5","0.793","0.709","0.073","0.041","-0.627","-0.692","-1.277","0"
"2003/05/01","00:00","1.366","0.811","0.714","0.076","0.049","-0.616","-0.673","-1.018","0"
"2003/06/01","00:00","1.243","0.855","0.739","0.109","0.081","-0.578","-0.63","-0.892","0"
"2003/07/01","00:00","1.119","0.803","0.699","0.06","0.028","-0.644","-0.707","-0.905","0"
"2003/08/01","00:00","1.005","0.819","0.724","0.069","0.036","-0.651","-0.702","-0.934","0"
"2003/09/01","00:00","1.302","0.922","0.826","0.174","0.144","-0.539","-0.586","-0.865","0"
"2003/10/01","00:00","1.207","0.794","0.698","0.046","0.013","-0.672","-0.737","-1.103","0"
"2003/11/01","00:00","1.385","0.747","0.633","-0.004","-0.036","-0.705","-0.794","-1.426","0"
"2003/12/01","00:00","1.49","0.738","0.584","-0.034","-0.068","-0.72","-0.833","-1.319","0"
"2004/01/01","00:00","0.998","0.615","0.462","-0.158","-0.181","-0.825","-0.916","-1.367","0"
"2004/02/01","00:00","NaN","0.635","0.528","-0.102","-0.131","-0.79","-0.851","NaN","13"
"2004/03/01","00:00","NaN","0.688","0.586","-0.014","-0.045","-0.676","-0.736","NaN","13"
"2004/04/01","00:00","NaN","0.683","0.593","-0.021","-0.056","-0.705","-0.765","NaN","13"
"2004/05/01","00:00","NaN","0.747","0.644","0.002","-0.027","-0.698","-0.757","NaN","13"
"2004/06/01","00:00","1.288","0.807","0.694","0.044","0.015","-0.664","-0.729","-0.972","0"
"2004/07/01","00:00","1.063","0.83","0.717","0.066","0.033","-0.65","-0.715","-1.016","0"
"2004/08/01","00:00","1.071","0.828","0.719","0.064","0.032","-0.655","-0.71","-1.007","0"
"2004/09/01","00:00","1.218","0.853","0.771","0.131","0.1","-0.572","-0.626","-0.982","0"
"2004/10/01","00:00","1.244","0.885","0.803","0.176","0.143","-0.517","-0.567","-0.939","0"
"2004/11/01","00:00","1.359","0.779","0.656","0.039","0.008","-0.64","-0.704","-1.081","0"
"2004/12/01","00:00","1.394","0.745","0.616","-0.003","-0.032","-0.681","-0.778","-1.121","0"
"2005/01/01","00:00","1.298","0.773","0.648","0.034","0.009","-0.629","-0.712","-1.12","0"
"2005/02/01","00:00","1.224","0.76","0.652","0.029","0.001","-0.65","-0.722","-1.132","0"
"2005/03/01","00:00","1.206","0.744","0.657","0.029","-0.003","-0.663","-0.737","-1.726","0"
"2005/04/01","00:00","1.306","0.856","0.77","0.147","0.108","-0.555","-0.622","-1.033","0"
"2005/05/01","00:00","1.39","0.899","0.816","0.173","0.145","-0.525","-0.591","-0.913","0"
"2005/06/01","00:00","1.105","0.865","0.758","0.115","0.083","-0.592","-0.668","-0.946","0"
"2005/07/01","00:00","1.206","0.869","0.758","0.132","0.097","-0.565","-0.629","-0.91","0"
"2005/08/01","00:00","1.207","0.837","0.739","0.12","0.089","-0.562","-0.611","-0.883","0"
"2005/09/01","00:00","1.159","0.794","0.709","0.093","0.057","-0.595","-0.648","-0.929","0"
"2005/10/01","00:00","1.471","0.899","0.804","0.177","0.15","-0.504","-0.586","-1.341","0"
"2005/11/01","00:00","1.109","0.782","0.637","0.006","-0.028","-0.693","-0.762","-1.052","0"
"2005/12/01","00:00","1.371","0.706","0.564","-0.07","-0.094","-0.753","-0.851","-1.388","0"
"2006/01/01","00:00","1.545","0.813","0.657","0.005","-0.022","-0.702","-0.788","-1.206","0"
"2006/02/01","00:00","1.383","0.685","0.565","-0.065","-0.095","-0.755","-0.85","-1.299","0"
"2006/03/01","00:00","0.999","0.675","0.592","-0.058","-0.091","-0.773","-0.817","-1.309","0"
"2006/04/01","00:00","1.096","0.78","0.677","0.038","0.006","-0.666","-0.72","-0.998","0"
"2006/05/01","00:00","1.082","0.864","0.755","0.128","0.1","-0.556","-0.624","-0.955","0"
"2006/06/01","00:00","0.992","0.814","0.7","0.081","0.052","-0.597","-0.675","-0.88","0"
"2006/07/01","00:00","0.964","0.783","0.678","0.062","0.031","-0.617","-0.689","-0.977","0"
"2006/08/01","00:00","1.133","0.868","0.764","0.145","0.113","-0.539","-0.581","-0.936","0"
"2006/09/01","00:00","1.486","0.945","0.847","0.217","0.186","-0.475","-0.527","-0.976","0"
"2006/10/01","00:00","1.399","0.859","0.726","0.101","0.07","-0.586","-0.667","-1.148","0"
"2006/11/01","00:00","1.235","0.868","0.762","0.13","0.1","-0.562","-0.625","-1.057","0"
"2006/12/01","00:00","1.087","0.665","0.549","-0.093","-0.132","-0.813","-0.876","-1.283","0"
"2007/01/01","00:00","1.104","0.681","0.536","-0.097","-0.128","-0.792","-0.857","-1.557","0"
"2007/02/01","00:00","0.932","0.493","0.383","-0.238","-0.265","-0.913","-1.011","-1.624","0"
"2007/03/01","00:00","1.153","0.579","0.485","-0.145","-0.172","-0.83","-0.887","-1.523","0"
"2007/04/01","00:00","1.553","0.801","0.695","0.073","0.042","-0.611","-0.673","-1.037","0"
"2007/05/01","00:00","1.13","0.715","0.613","-0.011","-0.042","-0.698","-0.769","-1.105","0"
"2007/06/01","00:00","1.298","0.835","0.72","0.095","0.068","-0.584","-0.647","-0.775","0"
"2007/07/01","00:00","1.04","0.811","0.694","0.059","0.031","-0.632","-0.691","-0.875","0"
"2007/08/01","00:00","1.143","0.867","0.771","0.108","0.08","-0.612","-0.665","-0.93","0"
"2007/09/01","00:00","1.173","0.814","0.722","0.062","0.037","-0.648","-0.689","-1.017","0"
"2007/10/01","00:00","1.328","0.879","0.775","0.115","0.092","-0.592","-0.631","-1.07","0"
"2007/11/01","00:00","1.153","0.794","0.687","0.033","0.008","-0.67","-0.748","-1.279","0"
"2007/12/01","00:00","1.407","0.792","0.628","-0.025","-0.044","-0.715","-0.816","-1.271","0"
"2008/01/01","00:00","1.028","0.741","0.603","-0.035","-0.056","-0.714","-0.797","-1.19","0"
"2008/02/01","00:00","1.12","0.721","0.594","-0.047","-0.08","-0.754","-0.823","-1.478","0"
"2008/03/01","00:00","1.152","0.761","0.637","0.002","-0.019","-0.676","-0.75","-1.631","0"
"2008/04/01","00:00","1.444","0.829","0.739","0.101","0.074","-0.592","-0.65","-1.049","0"
"2008/05/01","00:00","1.535","0.976","0.848","0.184","0.16","-0.529","-0.611","-0.904","0"
"2008/06/01","00:00","1.159","0.895","0.772","0.106","0.083","-0.606","-0.675","-0.959","0"
"2008/07/01","00:00","1.13","0.883","0.756","0.093","0.068","-0.62","-0.688","-0.99","0"
"2008/08/01","00:00","1.192","0.907","0.803","0.122","0.104","-0.596","-0.653","-0.858","0"
"2008/09/01","00:00","1.225","0.901","0.813","0.149","0.129","-0.556","-0.61","-0.897","0"
"2008/10/01","00:00","1.413","0.871","0.756","0.094","0.072","-0.613","-0.665","-1.244","0"
"2008/11/01","00:00","1.337","0.812","0.701","0.048","0.025","-0.652","-0.728","-1.203","0"
"2008/12/01","00:00","1.532","0.706","0.553","-0.091","-0.117","-0.787","-0.919","-1.424","0"
"2009/01/01","00:00","1.181","0.679","0.558","-0.1","-0.118","-0.795","-0.873","-1.402","0"
"2009/02/01","00:00","1.076","0.712","0.597","-0.068","-0.086","-0.769","-0.814","-1.31","0"
"2009/03/01","00:00","1.105","0.776","0.687","0.018","-0.004","-0.695","-0.74","-1.278","0"
"2009/04/01","00:00","1.025","0.817","0.717","0.046","0.018","-0.681","-0.738","-1.017","0"
"2009/05/01","00:00","1.194","0.826","0.727","0.051","0.028","-0.672","-0.737","-0.97","0"
"2009/06/01","00:00","1.391","1.009","0.894","0.218","0.193","-0.509","-0.573","-0.807","0"
"2009/07/01","00:00","1.376","0.935","0.827","0.172","0.146","-0.535","-0.593","-0.942","0"
"2009/08/01","00:00","1.212","0.875","0.77","0.121","0.094","-0.583","-0.641","-0.956","0"
"2009/09/01","00:00","1.285","0.918","0.833","0.175","0.15","-0.532","-0.581","-0.989","0"
"2009/10/01","00:00","1.583","0.946","0.864","0.201","0.181","-0.502","-0.578","-1.124","0"
"2009/11/01","00:00","1.52","0.962","0.85","0.192","0.171","-0.508","-0.574","-1.124","0"
"2009/12/01","00:00","1.256","0.835","0.703","0.027","0.011","-0.682","-0.795","-1.482","0"
"2010/01/01","00:00","1.223","0.834","0.708","0.026","0.002","-0.704","-0.767","-1.537","0"
"2010/02/01","00:00","1.237","0.843","0.739","0.088","0.065","-0.61","-0.669","-1.208","0"
"2010/03/01","00:00","1.9","1.031","0.924","0.249","0.221","-0.483","-0.539","-1.094","0"
"2010/04/01","00:00","1.456","0.892","0.799","0.129","0.1","-0.6","-0.664","-0.984","0"
"2010/05/01","00:00","1.172","0.851","0.741","0.079","0.054","-0.632","-0.697","-0.912","0"
"2010/06/01","00:00","1.142","0.912","0.801","0.145","0.118","-0.565","-0.636","-0.853","0"
"2010/07/01","00:00","1.177","0.88","0.777","0.118","0.091","-0.596","-0.656","-0.834","0"
"2010/08/01","00:00","1.288","0.932","0.838","0.174","0.149","-0.54","-0.586","-0.909","0"
"2010/09/01","00:00","1.224","0.93","0.835","0.157","0.128","-0.58","-0.627","-1.01","0"
"2010/10/01","00:00","1.433","0.921","0.82","0.137","0.118","-0.584","-0.644","-1.066","0"
"2010/11/01","00:00","1.405","0.92","0.822","0.132","0.111","-0.601","-0.68","-1.057","0"
"2010/12/01","00:00","1.252","0.868","0.742","0.058","0.04","-0.663","-0.747","-1.363","0"
"2011/01/01","00:00","1.161","0.808","0.681","-0.001","-0.019","-0.72","-0.784","-1.171","0"
"2011/02/01","00:00","1.211","0.766","0.646","-0.042","-0.058","-0.763","-0.856","-1.47","0"
"2011/03/01","00:00","1.301","0.818","0.728","0.056","0.032","-0.665","-0.726","-1.272","0"
"2011/04/01","00:00","1.685","0.881","0.785","0.101","0.078","-0.629","-0.695","-1.112","0"
"2011/05/01","00:00","1.496","0.982","0.873","0.213","0.184","-0.505","-0.559","-0.782","0"
"2011/06/01","00:00","1.288","0.98","0.871","0.201","0.179","-0.513","-0.571","-0.833","0"
"2011/07/01","00:00","1.22","0.95","0.847","0.162","0.137","-0.573","-0.626","-0.819","0"
"2011/08/01","00:00","2.115","0.998","0.901","0.201","0.173","-0.554","-0.616","-1.108","0"
"2011/09/01","00:00","1.519","1.035","0.951","0.26","0.226","-0.498","-0.543","-0.841","0"
"2011/10/01","00:00","1.459","0.989","0.897","0.195","0.173","-0.552","-0.613","-1.053","0"
"2011/11/01","00:00","1.341","0.865","0.757","0.076","0.049","-0.658","-0.708","-1.046","0"
"2011/12/01","00:00","1.257","0.832","0.711","0.023","0.002","-0.707","-0.777","-1.181","0"
"2012/01/01","00:00","1.356","0.756","0.631","-0.039","-0.067","-0.764","-0.842","-1.343","0"
"2012/02/01","00:00","1.102","0.759","0.658","-0.032","-0.051","-0.76","-0.824","-1.434","0"
"2012/03/01","00:00","0.97","0.781","0.704","0.033","0.007","-0.691","-0.738","-1.32","0"
"2012/04/01","00:00","1.31","0.862","0.781","0.086","0.063","-0.655","-0.71","-1.027","0"
"2012/05/01","00:00","1.261","0.885","0.793","0.096","0.074","-0.645","-0.704","-0.975","0"
"2012/06/01","00:00","1.558","0.996","0.896","0.199","0.175","-0.547","-0.618","-0.857","0"
"2012/07/01","00:00","1.228","0.936","0.836","0.133","0.109","-0.617","-0.675","-0.895","0"
"2012/08/01","00:00","1.186","0.921","0.84","0.137","0.112","-0.617","-0.665","-0.885","0"
"2012/09/01","00:00","1.247","0.881","0.806","0.111","0.085","-0.637","-0.683","-0.989","0"
"2012/10/01","00:00","3.497","1.021","0.903","0.203","0.172","-0.56","-0.626","-1.084","0"
"2012/11/01","00:00","1.317","0.887","0.779","0.104","0.077","-0.626","-0.687","-1.053","0"
"2012/12/01","00:00","1.492","0.912","0.791","0.107","0.08","-0.631","-0.737","-1.312","0"
"2013/01/01","00:00","1.269","0.734","0.617","-0.077","-0.098","-0.814","-0.897","-1.309","0"
"2013/02/01","00:00","1.448","0.756","0.647","-0.04","-0.058","-0.764","-0.824","-1.233","0"
"2013/03/01","00:00","1.462","0.904","0.826","0.131","0.104","-0.618","-0.686","-1.109","0"
"2013/04/01","00:00","1.236","0.833","0.741","0.048","0.019","-0.703","-0.768","-1.058","0"
"2013/05/01","00:00","1.038","0.821","0.742","0.037","0.01","-0.722","-0.79","-1.263","0"
"2013/06/01","00:00","1.18","0.913","0.815","0.132","0.098","-0.62","-0.689","-1.058","0"
"2013/07/01","00:00","1.346","0.906","0.813","0.145","0.113","-0.586","-0.64","-0.867","0"
"2013/08/01","00:00","1.127","0.894","0.809","0.132","0.109","-0.592","-0.627","-0.978","0"
"2013/09/01","00:00","1.098","0.885","0.812","0.131","0.107","-0.599","-0.638","-0.933","0"
"2013/10/01","00:00","1.293","0.916","0.85","0.166","0.14","-0.57","-0.61","-0.902","0"
"2013/11/01","00:00","1.241","0.752","0.658","-0.039","-0.067","-0.792","-0.86","-1.126","0"
"2013/12/01","00:00","1.267","0.813","0.683","-0.025","-0.05","-0.783","-0.843","-1.107","0"
"2014/01/01","00:00","1.494","0.776","0.651","-0.064","-0.085","-0.82","-0.88","-1.391","0"
"2014/02/01","00:00","1.167","0.695","0.597","-0.079","-0.102","-0.802","-0.858","-1.418","0"
"2014/03/01","00:00","1.165","0.787","0.709","-0.004","-0.024","-0.758","-0.803","-1.18","0"
"2014/04/01","00:00","1.524","0.895","0.797","0.103","0.076","-0.645","-0.713","-1.057","0"
"2014/05/01","00:00","1.276","0.922","0.825","0.133","0.107","-0.612","-0.677","-0.918","0"
"2014/06/01","00:00","1.254","0.932","0.831","0.151","0.123","-0.586","-0.644","-0.932","0"
"2014/07/01","00:00","1.168","0.882","0.789","0.109","0.08","-0.63","-0.695","-0.982","0"
"2014/08/01","00:00","1.354","0.949","0.86","0.168","0.143","-0.575","-0.618","-0.915","0"
"2014/09/01","00:00","1.331","0.959","0.867","0.168","0.144","-0.58","-0.619","-0.956","0"
"2014/10/01","00:00","1.195","0.954","0.884","0.189","0.154","-0.575","-0.63","-1.061","0"
"2014/11/01","00:00","1.257","0.825","0.725","0.031","0","-0.725","-0.804","-1.25","0"
"2014/12/01","00:00","1.414","0.891","0.785","0.078","0.058","-0.668","-0.748","-1.115","0"
"2015/01/01","00:00","1.279","0.703","0.585","-0.101","-0.12","-0.825","-0.91","-1.357","0"
"2015/02/01","00:00","1.171","0.721","0.617","-0.072","-0.092","-0.802","-0.862","-1.662","0"
"2015/03/01","00:00","1.193","0.648","0.566","-0.114","-0.133","-0.832","-0.888","-1.354","0"
"2015/04/01","00:00","1.357","0.792","0.72","0.026","0.003","-0.715","-0.772","-1.107","0"
"2015/05/01","00:00","1.12","0.775","0.676","-0.019","-0.046","-0.768","-0.815","-1.053","0"
"2015/06/01","00:00","1.122","0.913","0.81","0.118","0.093","-0.624","-0.677","-0.882","0"
"2015/07/01","00:00","1.158","0.957","0.86","0.164","0.133","-0.595","-0.646","-0.868","0"
"2015/08/01","00:00","1.128","0.929","0.859","0.14","0.111","-0.638","-0.69","-1.055","0"
"2015/09/01","00:00","1.303","0.954","0.89","0.179","0.151","-0.587","-0.63","-1.051","0"
"2015/10/01","00:00","1.473","0.966","0.887","0.179","0.149","-0.59","-0.653","-1.092","0"
"2015/11/01","00:00","1.281","0.839","0.762","0.061","0.036","-0.691","-0.753","-1.103","0"
"2015/12/01","00:00","1.247","0.852","0.759","0.059","0.036","-0.688","-0.767","-1.241","0"
"2016/01/01","00:00","1.618","0.817","0.721","0.033","0.014","-0.692","-0.782","-1.505","0"
"2016/02/01","00:00","1.641","0.796","0.692","-0.003","-0.032","-0.757","-0.823","-1.495","0"
"2016/03/01","00:00","1.215","0.8","0.73","0.047","0.016","-0.699","-0.756","-1.166","0"
"2016/04/01","00:00","1.368","0.86","0.784","0.083","0.057","-0.67","-0.758","-1.475","0"
"2016/05/01","00:00","1.478","0.868","0.792","0.08","0.054","-0.685","-0.755","-1.012","0"
"2016/06/01","00:00","1.293","0.908","0.815","0.095","0.067","-0.681","-0.75","-1.062","0"
"2016/07/01","00:00","1.122","0.926","0.828","0.109","0.081","-0.666","-0.726","-1.016","0"
"2016/08/01","00:00","1.178","0.894","0.813","0.098","0.072","-0.669","-0.719","-0.937","0"
"2016/09/01","00:00","1.308","0.963","0.9","0.2","0.173","-0.553","-0.608","-0.98","0"
"2016/10/01","00:00","1.317","0.919","0.833","0.133","0.105","-0.623","-0.684","-0.997","0"
"2016/11/01","00:00","1.258","0.825","0.718","0.026","0","-0.718","-0.787","-1.269","0"
"2016/12/01","00:00","1.219","0.755","0.652","-0.049","-0.077","-0.807","-0.897","-1.53","0"
"2017/01/01","00:00","1.5","0.841","0.72","0.011","-0.013","-0.747","-0.825","-1.344","0"
"2017/02/01","00:00","1.138","0.773","0.682","-0.022","-0.048","-0.778","-0.852","-1.532","0"
"2017/03/01","00:00","1.535","0.719","0.623","-0.103","-0.13","-0.882","-0.975","-1.444","0"
"2017/04/01","00:00","1.418","0.939","0.843","0.134","0.102","-0.639","-0.699","-1.048","0"
"2017/05/01","00:00","1.482","0.971","0.891","0.187","0.156","-0.579","-0.644","-0.883","0"
"2017/06/01","00:00","1.27","0.929","0.838","0.135","0.104","-0.63","-0.695","-1.052","0"
